taskId,taskPri,es,le,lastTime,satellite,class
0,2,1,56,41,卫星-164,0
1,8,5,72,41,卫星-59,1
2,2,17,84,49,卫星-59,0
3,2,18,73,44,卫星-59,0
4,2,19,85,40,卫星-67,0
5,6,21,94,47,卫星-140,1
6,2,24,101,50,卫星-165,1
7,1,31,102,44,卫星-147,1
8,1,32,99,41,卫星-156,0
9,1,32,99,45,卫星-58,1
10,10,33,92,45,卫星-59,0
11,5,33,96,45,卫星-165,0
12,3,34,113,50,卫星-139,1
13,1,37,109,47,卫星-59,1
14,6,38,109,46,卫星-140,1
15,7,38,103,40,卫星-38,1
16,4,40,99,40,卫星-59,0
17,2,41,106,41,卫星-156,1
18,2,43,102,46,卫星-58,0
19,10,45,112,45,卫星-155,0
20,10,47,102,43,卫星-38,1
21,10,49,108,47,卫星-59,1
22,8,51,104,41,卫星-140,1
23,8,53,112,48,卫星-59,1
24,10,54,112,47,卫星-59,0
25,3,55,116,48,卫星-59,0
26,1,55,118,50,卫星-59,0
27,5,57,121,45,卫星-59,0
28,2,57,124,47,卫星-164,1
29,6,57,118,46,卫星-138,0
30,10,60,123,43,卫星-165,1
31,9,62,134,50,卫星-59,0
32,3,76,140,46,卫星-76,1
33,3,77,144,42,卫星-59,1
34,3,78,147,47,卫星-48,0
35,2,78,130,40,卫星-58,1
36,5,79,148,41,卫星-59,0
37,2,80,157,47,卫星-140,1
38,6,82,145,41,卫星-76,1
39,3,83,151,50,卫星-165,1
40,9,83,148,42,卫星-131,0
41,8,86,155,46,卫星-59,1
42,8,89,153,40,卫星-165,0
43,7,90,146,46,卫星-59,1
44,8,97,160,48,卫星-165,1
45,4,100,164,44,卫星-58,1
46,1,100,171,43,卫星-147,0
47,10,104,169,48,卫星-59,0
48,4,104,178,46,卫星-38,0
49,8,105,170,47,卫星-59,0
50,1,108,177,42,卫星-147,0
51,6,110,167,45,卫星-67,1
52,9,111,175,50,卫星-38,0
53,2,111,175,40,卫星-147,1
54,1,111,175,45,卫星-139,0
55,5,113,177,43,卫星-147,0
56,4,115,176,50,卫星-155,0
57,4,116,187,43,卫星-140,1
58,3,118,177,42,卫星-155,1
59,5,118,180,45,卫星-75,1
60,7,119,189,45,卫星-59,1
61,1,119,178,43,卫星-48,1
62,5,121,184,44,卫星-155,1
63,1,123,193,45,卫星-140,0
64,8,123,196,44,卫星-75,1
65,9,124,193,46,卫星-155,0
66,3,128,192,41,卫星-165,1
67,8,130,198,43,卫星-66,1
68,5,134,199,45,卫星-48,0
69,8,135,208,45,卫星-49,0
70,6,137,199,50,卫星-140,1
71,9,138,201,50,卫星-48,0
72,5,138,206,47,卫星-48,1
73,7,140,198,44,卫星-67,1
74,7,140,200,45,卫星-164,1
75,7,144,206,43,卫星-58,1
76,10,144,219,50,卫星-147,0
77,1,145,211,43,卫星-140,1
78,5,155,224,43,卫星-165,0
79,4,155,216,45,卫星-76,1
80,8,162,233,44,卫星-58,1
81,8,165,225,42,卫星-66,1
82,5,182,254,42,卫星-58,0
83,4,183,235,42,卫星-147,1
84,6,184,249,47,卫星-58,1
85,1,188,253,44,卫星-49,1
86,9,188,258,42,卫星-164,1
87,5,192,252,43,卫星-66,1
88,10,196,270,48,卫星-66,1
89,7,197,260,41,卫星-131,1
90,9,198,252,41,卫星-138,1
91,5,199,269,48,卫星-139,1
92,5,201,266,42,卫星-147,0
93,3,207,279,42,卫星-58,0
94,6,211,274,45,卫星-140,0
95,3,211,263,40,卫星-48,0
96,10,213,268,41,卫星-38,0
97,9,214,279,45,卫星-165,1
98,9,224,277,43,卫星-164,1
99,3,226,292,40,卫星-75,0
100,7,229,292,47,卫星-156,1
101,7,229,298,50,卫星-66,0
102,7,233,294,46,卫星-75,1
103,3,235,293,46,卫星-140,1
104,6,235,297,45,卫星-155,0
105,8,239,294,45,卫星-140,0
106,4,239,308,49,卫星-48,1
107,8,239,303,40,卫星-147,1
108,1,240,303,49,卫星-57,0
109,7,241,300,49,卫星-58,1
110,6,244,311,46,卫星-155,1
111,4,247,316,41,卫星-140,1
112,2,248,303,44,卫星-66,1
113,8,250,323,46,卫星-75,0
114,4,258,319,42,卫星-58,1
115,5,260,317,40,卫星-49,1
116,6,269,341,50,卫星-156,1
117,10,269,335,41,卫星-38,1
118,10,282,346,46,卫星-75,1
119,6,283,353,48,卫星-58,0
120,5,285,349,40,卫星-38,1
121,9,298,362,41,卫星-164,1
122,3,299,357,46,卫星-140,1
123,9,303,365,44,卫星-156,0
124,6,312,379,45,卫星-66,0
125,2,312,387,50,卫星-139,0
126,7,314,382,44,卫星-76,0
127,4,314,373,44,卫星-48,1
128,3,314,380,47,卫星-147,0
129,3,319,391,49,卫星-49,0
130,2,322,396,47,卫星-66,0
131,2,326,385,47,卫星-67,0
132,5,326,396,50,卫星-58,1
133,4,332,402,50,卫星-76,0
134,10,334,404,46,卫星-164,1
135,3,335,409,45,卫星-66,1
136,9,345,410,40,卫星-75,0
137,6,346,416,46,卫星-49,0
138,6,346,409,45,卫星-38,1
139,3,346,414,42,卫星-147,0
140,4,354,409,42,卫星-156,0
141,1,354,411,40,卫星-58,0
142,10,356,417,50,卫星-164,1
143,6,359,426,44,卫星-164,1
144,10,362,431,40,卫星-48,0
145,8,364,440,49,卫星-75,1
146,2,366,436,41,卫星-76,0
147,6,368,429,44,卫星-66,1
148,5,370,431,42,卫星-66,0
149,5,371,428,47,卫星-49,0
150,3,373,428,45,卫星-58,1
151,8,373,441,48,卫星-147,1
152,1,380,443,50,卫星-49,0
153,8,384,458,47,卫星-58,1
154,10,385,441,42,卫星-164,1
155,2,389,460,44,卫星-67,1
156,1,393,453,43,卫星-156,0
157,2,396,458,45,卫星-138,1
158,3,398,448,40,卫星-155,1
159,3,399,471,44,卫星-75,0
160,7,400,470,40,卫星-155,1
161,8,408,468,48,卫星-147,0
162,4,411,481,40,卫星-75,1
163,1,414,486,43,卫星-147,0
164,10,414,477,50,卫星-155,1
165,1,422,482,42,卫星-66,0
166,3,429,491,44,卫星-48,1
167,5,430,491,48,卫星-164,0
168,6,432,504,49,卫星-67,0
169,9,432,487,43,卫星-156,0
170,9,433,499,45,卫星-147,1
171,3,434,502,47,卫星-156,1
172,3,439,498,45,卫星-155,1
173,4,440,506,44,卫星-66,0
174,3,440,500,45,卫星-57,1
175,10,442,504,50,卫星-38,0
176,5,444,512,41,卫星-67,1
177,10,445,512,47,卫星-155,1
178,6,447,520,50,卫星-147,1
179,7,449,518,47,卫星-164,0
180,9,449,514,44,卫星-138,0
181,7,450,511,46,卫星-58,0
182,9,453,527,48,卫星-48,0
183,4,456,521,46,卫星-147,1
184,10,457,514,40,卫星-139,1
185,9,457,527,46,卫星-139,1
186,6,475,545,45,卫星-75,0
187,4,476,549,48,卫星-48,0
188,9,483,543,45,卫星-155,1
189,4,486,544,42,卫星-75,0
190,10,487,547,44,卫星-66,0
191,4,488,553,41,卫星-147,1
192,2,488,543,45,卫星-138,1
193,5,488,553,45,卫星-57,0
194,8,498,559,48,卫星-138,0
195,5,501,570,46,卫星-155,1
196,5,505,572,50,卫星-139,0
197,9,513,573,49,卫星-147,0
198,7,514,591,50,卫星-75,1
199,1,515,581,50,卫星-75,0
200,4,517,586,45,卫星-147,0
201,1,523,586,48,卫星-76,1
202,5,529,589,42,卫星-58,1
203,3,532,597,48,卫星-76,1
204,1,540,603,43,卫星-138,1
205,3,547,609,47,卫星-131,0
206,6,554,624,48,卫星-49,0
207,6,563,633,42,卫星-147,0
208,9,570,641,45,卫星-131,0
209,1,575,644,41,卫星-58,0
210,4,575,639,43,卫星-147,1
211,2,577,651,47,卫星-47,1
212,7,581,650,43,卫星-58,1
213,6,584,638,40,卫星-49,1
214,1,585,649,44,卫星-147,1
215,9,586,648,43,卫星-66,0
216,7,587,647,46,卫星-58,0
217,4,590,643,42,卫星-131,1
218,3,592,665,48,卫星-38,1
219,4,592,664,49,卫星-38,0
220,4,593,661,50,卫星-75,1
221,4,601,672,50,卫星-47,1
222,9,606,662,46,卫星-155,1
223,3,607,670,40,卫星-58,0
224,10,611,680,48,卫星-156,0
225,6,613,663,40,卫星-155,0
226,6,615,671,41,卫星-57,1
227,2,618,684,46,卫星-58,0
228,7,619,693,50,卫星-75,0
229,1,620,694,46,卫星-58,1
230,4,620,683,50,卫星-57,0
231,8,621,687,47,卫星-131,0
232,8,622,676,42,卫星-75,0
233,2,625,681,46,卫星-155,0
234,1,631,695,48,卫星-48,1
235,3,637,702,49,卫星-66,0
236,3,638,704,41,卫星-164,1
237,10,642,709,46,卫星-66,1
238,6,644,715,50,卫星-57,0
239,6,646,702,44,卫星-164,0
240,2,647,713,40,卫星-155,0
241,7,655,719,40,卫星-155,1
242,5,657,719,40,卫星-66,0
243,3,658,731,46,卫星-138,1
244,4,660,728,50,卫星-58,1
245,5,660,733,49,卫星-155,1
246,3,661,712,40,卫星-38,0
