taskId,taskPri,es,le,lastTime,satellite,class
0,5,4,61,46,卫星-59,0
1,1,4,64,46,卫星-75,0
2,1,6,65,41,卫星-49,1
3,4,17,81,45,卫星-156,1
4,9,24,87,42,卫星-48,1
5,6,26,87,46,卫星-165,1
6,9,41,109,41,卫星-67,0
7,9,44,112,45,卫星-140,1
8,9,47,108,48,卫星-58,1
9,2,53,124,49,卫星-58,1
10,3,61,118,42,卫星-59,1
11,2,69,138,40,卫星-140,0
12,8,77,139,50,卫星-58,1
13,10,78,146,46,卫星-76,0
14,8,86,159,45,卫星-59,1
15,3,86,151,46,卫星-140,1
16,5,93,164,45,卫星-59,1
17,3,101,159,47,卫星-49,0
18,9,111,170,48,卫星-59,1
19,5,122,187,44,卫星-140,0
20,1,123,194,42,卫星-75,0
21,6,124,187,43,卫星-165,1
22,2,129,184,41,卫星-49,0
23,2,129,198,49,卫星-48,0
24,9,138,199,42,卫星-58,0
25,9,139,202,50,卫星-140,1
26,7,158,210,40,卫星-165,0
27,8,160,218,45,卫星-140,0
28,9,162,217,45,卫星-165,0
29,9,165,223,46,卫星-58,0
30,1,166,227,46,卫星-58,0
31,7,204,262,44,卫星-155,1
32,8,205,268,44,卫星-38,0
33,7,208,272,41,卫星-49,1
34,5,210,269,42,卫星-38,1
35,6,229,288,42,卫星-58,0
36,10,233,288,44,卫星-138,1
37,6,240,313,50,卫星-140,1
38,4,240,307,48,卫星-147,1
39,6,249,318,42,卫星-138,0
40,10,255,320,41,卫星-76,1
41,2,267,321,44,卫星-49,1
42,7,272,331,48,卫星-140,1
43,5,283,361,48,卫星-57,1
44,6,295,350,44,卫星-140,1
45,7,302,367,48,卫星-58,0
46,4,304,368,48,卫星-140,0
47,8,320,394,44,卫星-67,0
48,6,321,388,42,卫星-38,1
49,4,323,390,45,卫星-49,0
50,9,334,405,47,卫星-76,0
51,8,343,397,43,卫星-48,0
52,2,344,404,46,卫星-147,1
53,7,348,420,44,卫星-138,0
54,2,352,415,49,卫星-57,1
55,10,355,410,44,卫星-58,1
56,6,358,432,47,卫星-57,0
57,5,370,441,49,卫星-58,1
58,9,377,444,48,卫星-131,1
59,4,379,442,50,卫星-76,0
60,5,396,467,46,卫星-164,1
61,6,398,461,43,卫星-138,0
62,4,399,460,50,卫星-147,1
63,1,403,460,43,卫星-38,0
64,7,411,470,49,卫星-164,1
65,4,413,467,41,卫星-48,1
66,10,424,479,45,卫星-49,1
67,4,431,498,48,卫星-75,1
68,2,435,506,47,卫星-147,1
69,3,435,506,42,卫星-147,0
70,1,468,535,49,卫星-147,0
