taskId,taskPri,es,le,lastTime,satellite,class
0,10,7,82,49,卫星-38,0
1,7,8,61,43,卫星-59,1
2,9,9,85,49,卫星-59,1
3,7,9,68,47,卫星-49,0
4,1,9,77,41,卫星-58,0
5,8,12,74,49,卫星-59,1
6,7,13,76,50,卫星-156,0
7,9,21,99,48,卫星-38,0
8,2,22,89,46,卫星-140,0
9,9,32,97,47,卫星-38,1
10,3,37,94,44,卫星-59,0
11,3,41,114,47,卫星-59,0
12,5,45,117,47,卫星-58,0
13,5,47,104,46,卫星-147,1
14,1,50,108,48,卫星-59,1
15,3,51,113,40,卫星-59,0
16,5,54,114,40,卫星-59,1
17,6,54,126,46,卫星-140,1
18,2,55,131,46,卫星-155,1
19,6,64,129,50,卫星-59,0
20,10,67,135,49,卫星-59,0
21,5,70,137,40,卫星-156,1
22,1,71,150,49,卫星-75,0
23,10,76,143,40,卫星-59,1
24,8,77,139,50,卫星-59,0
25,3,77,149,45,卫星-75,0
26,6,81,157,46,卫星-59,0
27,1,82,147,47,卫星-59,1
28,8,83,144,44,卫星-66,1
29,3,84,154,43,卫星-59,0
30,2,86,154,46,卫星-59,0
31,10,87,147,42,卫星-59,0
32,9,87,155,48,卫星-48,1
33,5,88,154,45,卫星-75,1
34,9,89,166,49,卫星-165,1
35,6,91,155,48,卫星-59,0
36,3,94,153,49,卫星-139,0
37,5,96,151,43,卫星-164,1
38,7,96,158,44,卫星-58,0
39,9,98,166,41,卫星-147,1
40,7,100,168,50,卫星-75,0
41,9,104,166,50,卫星-131,1
42,1,106,186,50,卫星-59,0
43,7,106,170,49,卫星-59,1
44,5,109,180,49,卫星-59,0
45,6,112,170,46,卫星-59,1
46,2,114,188,44,卫星-38,1
47,9,119,182,44,卫星-49,0
48,2,119,191,48,卫星-66,0
49,5,121,176,41,卫星-38,1
50,6,124,184,40,卫星-165,0
51,10,128,198,42,卫星-147,0
52,8,146,203,41,卫星-147,0
53,10,148,221,47,卫星-165,0
54,6,151,207,43,卫星-139,0
55,10,156,228,50,卫星-164,0
56,4,162,225,48,卫星-140,1
57,9,163,221,41,卫星-48,0
58,4,165,227,42,卫星-58,1
59,4,168,234,40,卫星-155,0
60,8,176,240,46,卫星-140,0
61,5,178,238,41,卫星-49,0
62,6,181,237,46,卫星-38,1
63,8,185,260,50,卫星-140,1
64,6,189,257,47,卫星-48,0
65,3,191,252,48,卫星-165,1
66,2,194,253,45,卫星-165,0
67,6,197,262,40,卫星-58,1
68,9,202,256,44,卫星-66,0
69,4,211,289,49,卫星-67,1
70,2,212,265,42,卫星-165,1
71,1,212,267,43,卫星-164,1
72,9,216,280,47,卫星-49,0
73,6,217,283,48,卫星-49,1
74,7,221,287,42,卫星-164,1
75,7,224,282,41,卫星-38,1
76,3,240,301,47,卫星-38,1
77,6,243,311,40,卫星-155,0
78,3,244,306,46,卫星-38,1
79,5,249,307,44,卫星-140,1
80,4,250,319,50,卫星-75,1
81,3,252,311,41,卫星-76,0
82,2,256,325,42,卫星-147,1
83,10,259,320,44,卫星-48,1
84,8,264,340,50,卫星-147,1
85,9,264,330,46,卫星-75,1
86,4,271,342,45,卫星-66,0
87,9,274,342,41,卫星-156,1
88,4,279,352,50,卫星-156,1
89,3,283,346,50,卫星-147,0
90,7,286,339,42,卫星-147,0
91,2,288,355,48,卫星-58,0
92,4,294,367,47,卫星-147,1
93,8,296,355,44,卫星-75,0
94,6,297,359,40,卫星-48,1
95,4,298,360,40,卫星-147,0
96,5,301,357,43,卫星-164,1
97,4,303,360,40,卫星-147,0
98,4,320,378,43,卫星-38,1
99,9,320,397,47,卫星-58,0
100,2,323,384,41,卫星-38,0
101,2,329,395,40,卫星-49,1
102,1,332,404,44,卫星-76,0
103,4,333,388,41,卫星-48,1
104,1,340,407,44,卫星-147,1
105,2,342,399,42,卫星-138,1
106,2,364,417,41,卫星-38,0
107,1,367,440,44,卫星-49,1
108,6,376,447,45,卫星-75,0
109,6,382,458,49,卫星-48,0
110,10,382,446,45,卫星-155,1
111,1,383,448,44,卫星-58,1
112,4,387,444,43,卫星-58,1
113,8,391,454,40,卫星-138,1
114,4,397,455,48,卫星-48,0
115,3,403,463,41,卫星-155,0
116,2,404,456,42,卫星-58,1
117,2,405,468,43,卫星-58,1
118,8,407,481,50,卫星-75,0
119,6,415,472,40,卫星-138,1
120,7,416,486,50,卫星-138,1
121,10,433,498,48,卫星-131,1
122,6,444,521,49,卫星-49,1
123,8,450,506,44,卫星-48,1
124,4,455,533,49,卫星-48,0
125,10,461,534,49,卫星-58,1
126,10,462,526,42,卫星-66,1
127,7,464,522,46,卫星-75,1
128,2,466,532,44,卫星-75,1
129,6,471,533,47,卫星-75,1
130,4,473,536,40,卫星-131,0
131,3,484,540,43,卫星-76,1
132,5,487,543,42,卫星-49,1
133,5,488,559,42,卫星-147,1
134,3,489,539,40,卫星-155,1
135,3,493,556,44,卫星-155,1
136,8,494,566,42,卫星-48,1
137,8,497,560,48,卫星-131,0
138,7,499,568,50,卫星-131,0
139,6,500,571,41,卫星-58,0
140,9,503,571,50,卫星-49,0
141,1,503,567,50,卫星-58,0
142,3,509,565,42,卫星-38,0
143,3,511,580,43,卫星-48,1
144,4,515,586,44,卫星-147,0
145,6,516,572,42,卫星-49,1
146,7,526,577,40,卫星-58,0
147,8,528,585,47,卫星-58,1
148,6,537,590,42,卫星-38,1
149,10,538,591,43,卫星-147,0
150,9,539,612,47,卫星-76,1
151,3,540,595,42,卫星-138,0
152,9,541,601,44,卫星-49,0
153,7,541,602,45,卫星-48,1
154,3,541,598,46,卫星-58,0
155,2,544,615,41,卫星-131,0
156,8,546,601,43,卫星-138,1
157,8,549,615,44,卫星-58,1
158,6,549,614,42,卫星-155,1
159,4,552,620,46,卫星-76,0
160,2,557,609,40,卫星-67,1
161,6,561,628,42,卫星-155,1
162,4,564,635,43,卫星-58,1
163,10,565,635,49,卫星-147,0
164,3,572,637,42,卫星-139,0
165,3,578,651,48,卫星-75,1
166,6,582,654,42,卫星-155,0
167,2,602,682,50,卫星-138,1
168,1,603,662,41,卫星-75,0
169,6,605,672,50,卫星-155,0
170,6,607,664,42,卫星-147,1
171,6,609,679,40,卫星-58,1
172,10,616,681,47,卫星-66,0
173,6,617,686,50,卫星-66,1
174,8,620,692,49,卫星-138,1
175,1,629,706,48,卫星-66,1
176,1,634,712,49,卫星-147,0
177,7,635,702,49,卫星-147,0
178,2,642,703,46,卫星-147,1
179,3,650,707,41,卫星-131,0
180,1,667,726,48,卫星-57,0
181,5,671,745,44,卫星-75,0
182,2,692,754,47,卫星-147,0
183,4,704,773,49,卫星-147,0
184,10,725,787,42,卫星-147,0
185,4,729,793,42,卫星-147,0
186,1,730,796,50,卫星-58,0
187,7,731,804,45,卫星-147,1
188,6,739,809,46,卫星-155,1
189,1,741,806,45,卫星-147,0
190,1,746,805,42,卫星-75,0
191,9,749,819,48,卫星-57,0
192,2,761,821,49,卫星-75,0
193,6,763,831,43,卫星-65,1
194,8,764,822,41,卫星-138,0
195,10,769,833,49,卫星-66,0
196,1,778,837,43,卫星-139,0
197,9,781,835,42,卫星-147,1
198,8,789,851,41,卫星-75,1
199,3,791,852,43,卫星-164,0
200,9,796,855,40,卫星-38,0
201,5,796,859,49,卫星-66,1
202,9,809,869,50,卫星-164,0
