taskId,taskPri,es,le,lastTime,satellite,class
0,4,6,77,41,卫星-140,0
1,5,10,71,43,卫星-59,1
2,1,12,92,50,卫星-165,1
3,3,13,89,47,卫星-165,0
4,2,14,89,47,卫星-140,1
5,8,19,74,45,卫星-59,0
6,6,19,72,43,卫星-59,0
7,9,20,91,45,卫星-49,1
8,6,21,90,40,卫星-59,1
9,9,23,97,46,卫星-165,0
10,10,26,99,48,卫星-59,1
11,3,26,97,45,卫星-75,1
12,7,31,90,40,卫星-59,1
13,6,35,108,48,卫星-67,0
14,8,36,108,43,卫星-59,0
15,9,36,103,49,卫星-165,0
16,8,37,106,41,卫星-165,1
17,7,40,96,44,卫星-164,1
18,9,43,98,45,卫星-59,0
19,5,43,108,41,卫星-59,1
20,6,43,120,48,卫星-147,1
21,8,44,102,41,卫星-59,1
22,6,46,119,46,卫星-58,0
23,9,46,98,41,卫星-147,0
24,2,47,118,49,卫星-59,0
25,10,48,100,41,卫星-59,0
26,7,48,106,45,卫星-67,1
27,8,51,104,43,卫星-59,1
28,6,52,130,50,卫星-38,1
29,9,55,125,46,卫星-59,0
30,10,55,114,46,卫星-131,1
31,9,66,128,42,卫星-59,1
32,4,87,141,44,卫星-59,1
33,5,97,170,49,卫星-76,1
34,10,98,163,43,卫星-59,1
35,4,101,175,48,卫星-59,1
36,7,104,162,43,卫星-75,0
37,4,105,170,45,卫星-58,1
38,1,107,167,44,卫星-164,0
39,8,107,159,41,卫星-66,0
40,10,113,173,44,卫星-140,1
41,7,116,174,43,卫星-59,0
42,10,119,185,43,卫星-38,1
43,3,119,169,40,卫星-75,0
44,2,123,194,50,卫星-155,0
45,3,136,197,40,卫星-147,0
46,5,138,202,46,卫星-75,0
47,10,143,196,42,卫星-49,1
48,4,144,199,43,卫星-75,1
49,5,145,220,47,卫星-49,0
50,4,165,227,48,卫星-165,1
51,9,165,237,48,卫星-155,0
52,7,167,233,41,卫星-155,0
53,2,171,231,47,卫星-38,1
54,10,174,232,40,卫星-155,0
55,7,176,240,49,卫星-165,0
56,5,178,235,46,卫星-147,0
57,6,179,252,50,卫星-164,0
58,3,179,248,45,卫星-75,1
59,3,182,251,47,卫星-140,1
60,3,183,245,43,卫星-76,1
61,3,194,261,48,卫星-48,0
62,4,194,251,40,卫星-66,0
63,6,195,266,47,卫星-75,1
64,10,204,274,40,卫星-165,1
65,4,210,268,48,卫星-75,1
66,2,218,293,48,卫星-49,1
67,1,218,294,49,卫星-76,1
68,1,220,293,49,卫星-139,0
69,8,223,276,42,卫星-156,1
70,3,223,278,42,卫星-57,0
71,1,224,279,43,卫星-156,0
72,9,225,298,46,卫星-147,0
73,5,235,299,43,卫星-57,1
74,1,244,312,49,卫星-140,0
75,1,255,319,45,卫星-76,0
76,5,259,317,46,卫星-156,0
77,10,265,336,42,卫星-75,0
78,4,271,343,43,卫星-156,0
79,5,272,343,50,卫星-155,1
80,10,273,334,45,卫星-140,1
81,10,277,351,47,卫星-58,0
82,3,277,340,40,卫星-147,1
83,3,278,344,45,卫星-139,0
84,7,282,356,46,卫星-76,0
85,3,284,363,49,卫星-58,0
86,7,294,352,45,卫星-156,1
87,7,295,349,40,卫星-58,1
88,10,302,358,44,卫星-140,0
89,4,310,373,46,卫星-75,0
90,7,313,376,42,卫星-48,1
91,1,314,377,46,卫星-75,0
92,7,319,393,45,卫星-58,1
93,9,322,387,47,卫星-147,0
94,4,327,391,40,卫星-140,1
95,8,327,398,49,卫星-76,0
96,5,330,404,46,卫星-38,1
97,9,334,399,45,卫星-75,1
98,9,336,397,40,卫星-138,0
99,9,339,403,45,卫星-57,0
100,4,342,411,42,卫星-147,1
101,5,343,415,47,卫星-155,1
102,5,354,411,47,卫星-147,0
103,9,364,434,48,卫星-58,0
104,3,364,436,44,卫星-138,1
105,7,366,431,48,卫星-138,1
106,2,369,430,48,卫星-48,0
107,9,378,440,46,卫星-57,0
108,1,379,437,45,卫星-38,0
109,3,385,454,41,卫星-76,1
110,8,385,446,45,卫星-164,0
111,4,385,450,42,卫星-66,1
112,1,390,458,44,卫星-138,0
113,3,394,462,45,卫星-138,0
114,2,396,468,46,卫星-58,0
115,9,402,464,40,卫星-66,1
116,3,410,472,47,卫星-38,1
117,1,416,482,49,卫星-138,1
118,3,417,489,43,卫星-66,0
119,6,432,511,49,卫星-66,1
120,8,440,501,47,卫星-58,0
121,7,443,506,41,卫星-147,0
122,9,446,509,40,卫星-147,0
123,9,460,523,42,卫星-147,0
124,6,462,524,50,卫星-164,0
125,2,462,528,45,卫星-66,1
126,1,467,536,46,卫星-49,0
127,5,468,532,40,卫星-66,1
128,10,470,533,49,卫星-138,0
129,10,477,540,41,卫星-147,1
130,1,482,539,41,卫星-48,1
131,2,483,549,46,卫星-49,1
132,4,487,546,47,卫星-76,1
133,7,493,568,49,卫星-58,0
134,3,496,553,47,卫星-75,1
135,8,505,570,50,卫星-147,0
136,8,506,568,42,卫星-66,1
137,1,509,574,49,卫星-164,1
138,6,509,575,42,卫星-58,0
139,8,510,571,46,卫星-75,0
140,2,512,576,50,卫星-57,1
141,3,517,581,43,卫星-75,0
142,2,524,600,46,卫星-147,0
143,3,528,605,50,卫星-57,0
144,6,531,597,46,卫星-155,1
145,6,535,600,44,卫星-49,0
146,5,539,604,41,卫星-75,0
147,3,546,610,42,卫星-47,0
148,9,549,619,45,卫星-48,0
149,8,555,616,47,卫星-47,1
150,6,558,627,40,卫星-156,1
151,6,570,636,46,卫星-164,1
152,2,571,635,49,卫星-57,0
153,7,572,639,42,卫星-75,0
154,1,576,643,46,卫星-38,0
155,2,586,649,50,卫星-66,1
156,3,596,665,43,卫星-147,1
157,7,601,671,40,卫星-58,0
158,1,603,669,44,卫星-131,1
159,5,604,660,41,卫星-155,0
160,6,605,665,43,卫星-131,1
161,1,607,670,41,卫星-164,1
162,7,609,673,44,卫星-57,1
163,4,616,691,49,卫星-75,1
164,2,619,684,48,卫星-147,1
165,2,621,678,41,卫星-38,1
166,9,621,683,50,卫星-66,0
167,8,626,687,48,卫星-147,1
168,3,628,701,45,卫星-139,1
169,6,629,693,46,卫星-58,1
170,7,631,695,47,卫星-47,1
171,6,635,686,41,卫星-58,0
172,10,636,698,45,卫星-156,0
173,7,636,688,42,卫星-48,0
174,3,639,712,50,卫星-48,0
175,9,640,706,49,卫星-48,0
176,4,643,711,49,卫星-156,1
177,1,650,724,45,卫星-58,0
178,4,650,708,40,卫星-139,0
179,9,658,725,49,卫星-76,1
180,6,660,728,41,卫星-75,0
181,6,665,732,50,卫星-155,1
182,8,665,728,40,卫星-75,1
183,1,666,723,47,卫星-147,1
184,3,666,746,50,卫星-147,0
185,5,669,732,47,卫星-139,1
186,10,672,736,42,卫星-138,1
187,1,680,749,44,卫星-47,1
188,5,683,749,41,卫星-38,1
189,4,684,755,45,卫星-67,0
190,10,685,736,41,卫星-48,1
191,10,692,768,46,卫星-164,0
192,9,697,767,49,卫星-58,0
193,2,699,750,40,卫星-58,0
194,4,701,759,44,卫星-75,1
195,9,707,770,46,卫星-58,1
196,8,709,787,49,卫星-58,0
197,6,711,771,40,卫星-139,1
198,2,720,796,47,卫星-138,0
199,8,726,789,45,卫星-138,1
200,9,727,800,45,卫星-58,1
201,6,731,781,40,卫星-47,1
202,5,735,798,48,卫星-38,1
203,6,740,798,46,卫星-147,1
204,7,747,805,45,卫星-58,0
205,8,750,820,50,卫星-156,0
206,4,751,827,49,卫星-155,0
207,3,757,830,46,卫星-47,1
208,7,759,824,49,卫星-75,0
209,10,763,834,49,卫星-138,1
210,7,773,841,47,卫星-58,0
211,7,776,830,44,卫星-139,1
212,7,777,833,46,卫星-147,1
213,2,777,848,41,卫星-147,1
214,7,779,840,50,卫星-58,1
215,5,783,841,42,卫星-48,1
216,10,783,844,41,卫星-75,1
217,6,784,851,42,卫星-156,1
218,6,788,845,45,卫星-58,1
219,7,789,848,45,卫星-147,0
220,8,790,859,49,卫星-58,1
221,4,798,871,45,卫星-156,1
222,1,800,860,44,卫星-38,0
223,4,803,877,45,卫星-58,1
224,5,807,870,40,卫星-58,1
225,7,807,877,50,卫星-66,1
226,10,812,869,44,卫星-48,1
227,5,812,891,49,卫星-58,1
228,10,812,875,42,卫星-47,0
229,8,817,897,50,卫星-58,0
230,4,817,870,41,卫星-75,0
231,7,821,872,40,卫星-138,1
232,3,826,889,46,卫星-147,0
233,10,828,899,45,卫星-66,0
234,3,829,887,45,卫星-65,0
235,9,830,907,50,卫星-58,1
236,6,835,902,50,卫星-164,1
237,8,836,896,40,卫星-58,0
238,5,844,900,41,卫星-47,1
239,10,847,920,49,卫星-155,1
240,9,849,910,50,卫星-75,0
241,2,851,910,45,卫星-138,0
242,4,851,926,45,卫星-57,0
243,8,858,919,42,卫星-139,1
244,10,862,924,40,卫星-58,1
245,5,866,926,44,卫星-47,0
246,6,878,939,46,卫星-38,1
247,10,881,941,46,卫星-155,1
248,3,885,955,42,卫星-66,0
249,4,892,956,47,卫星-66,1
250,6,909,983,46,卫星-155,1
251,8,920,979,40,卫星-147,1
252,2,920,993,45,卫星-65,1
253,10,923,976,43,卫星-139,0
254,3,926,998,47,卫星-155,1
255,5,928,993,50,卫星-75,1
256,7,937,1004,40,卫星-147,0
257,3,938,1004,46,卫星-57,0
258,10,948,1021,44,卫星-57,1
259,2,949,1010,40,卫星-58,1
260,7,951,1025,47,卫星-58,0
261,1,955,1024,49,卫星-47,1
262,7,958,1034,48,卫星-147,1
263,7,960,1020,42,卫星-147,1
264,6,961,1020,48,卫星-66,1
265,3,975,1044,44,卫星-139,1
266,4,977,1041,50,卫星-139,1
267,2,979,1036,41,卫星-57,1
268,5,980,1057,50,卫星-147,1
269,10,985,1047,44,卫星-138,1
270,7,987,1060,47,卫星-155,1
271,8,999,1075,47,卫星-48,0
272,10,999,1058,44,卫星-138,1
273,4,1001,1069,49,卫星-155,0
274,1,1010,1070,47,卫星-164,1
275,10,1014,1084,49,卫星-58,1
276,6,1021,1088,48,卫星-164,0
277,6,1021,1089,41,卫星-155,0
278,1,1022,1093,45,卫星-48,0
279,5,1031,1103,43,卫星-139,1
280,2,1035,1107,44,卫星-147,0
281,3,1039,1100,41,卫星-75,0
282,4,1045,1109,41,卫星-147,0
283,10,1050,1105,44,卫星-155,1
284,2,1061,1130,45,卫星-47,1
285,10,1061,1129,50,卫星-47,0
286,6,1062,1132,48,卫星-66,0
287,5,1067,1132,48,卫星-138,1
288,1,1068,1138,41,卫星-58,0
289,2,1070,1137,47,卫星-155,0
290,2,1075,1141,40,卫星-155,1
291,2,1080,1141,44,卫星-147,1
292,6,1087,1154,50,卫星-75,0
293,6,1088,1155,48,卫星-47,0
294,10,1090,1155,47,卫星-75,1
295,6,1105,1174,44,卫星-4,1
296,5,1115,1177,44,卫星-47,1
297,8,1116,1185,45,卫星-58,1
298,2,1123,1194,42,卫星-147,1
299,2,1137,1201,48,卫星-65,0
300,6,1137,1205,50,卫星-65,1
301,3,1139,1213,48,卫星-146,1
302,2,1141,1202,42,卫星-4,1
303,7,1150,1220,41,卫星-147,0
304,4,1156,1216,50,卫星-47,0
305,9,1159,1220,46,卫星-138,0
306,9,1161,1233,49,卫星-147,0
307,1,1165,1239,48,卫星-57,1
308,10,1179,1237,43,卫星-65,0
309,10,1196,1260,48,卫星-4,1
310,7,1197,1263,44,卫星-47,0
311,8,1201,1255,44,卫星-47,0
312,6,1205,1273,47,卫星-66,1
313,3,1214,1281,48,卫星-57,1
314,3,1221,1294,48,卫星-47,0
315,9,1221,1286,48,卫星-47,1
316,7,1222,1300,49,卫星-65,1
317,2,1228,1299,48,卫星-66,0
318,2,1231,1289,41,卫星-147,0
319,7,1239,1306,45,卫星-147,1
320,6,1246,1316,40,卫星-65,0
321,5,1259,1317,43,卫星-147,1
322,3,1261,1329,50,卫星-138,1
323,8,1274,1329,41,卫星-56,0
324,3,1302,1378,46,卫星-146,1
325,10,1318,1387,49,卫星-146,0
326,7,1341,1406,50,卫星-47,1
327,4,1348,1408,42,卫星-64,1
328,2,1358,1426,43,卫星-75,0
329,3,1372,1442,50,卫星-57,0
330,1,1374,1434,50,卫星-47,1
331,6,1380,1458,50,卫星-47,0
332,2,1381,1440,46,卫星-56,1
333,8,1392,1459,43,卫星-146,1
334,6,1393,1454,45,卫星-47,1
335,8,1394,1461,40,卫星-146,0
336,10,1402,1460,40,卫星-47,1
337,1,1404,1466,49,卫星-47,1
338,5,1406,1483,47,卫星-4,1
339,7,1419,1488,40,卫星-65,1
340,2,1426,1491,48,卫星-64,1
341,4,1433,1490,41,卫星-146,0
342,9,1451,1511,47,卫星-73,1
343,1,1451,1514,44,卫星-145,1
344,8,1454,1520,47,卫星-4,1
345,3,1459,1535,48,卫星-65,1
346,6,1463,1520,47,卫星-145,1
347,8,1486,1538,42,卫星-4,1
348,9,1493,1552,42,卫星-73,0
349,1,1496,1567,41,卫星-47,0
350,7,1498,1572,45,卫星-64,0
351,2,1500,1558,47,卫星-46,1
352,2,1502,1562,45,卫星-153,1
353,6,1513,1579,41,卫星-154,1
354,1,1518,1591,50,卫星-146,0
355,8,1522,1584,43,卫星-47,1
356,4,1522,1575,42,卫星-146,0
357,9,1531,1605,49,卫星-153,1
358,1,1536,1606,41,卫星-46,1
359,7,1543,1609,40,卫星-64,1
360,9,1547,1610,50,卫星-154,1
361,6,1553,1613,44,卫星-3,0
362,6,1559,1632,45,卫星-56,1
363,2,1569,1625,45,卫星-153,0
364,10,1572,1640,43,卫星-3,0
365,1,1576,1647,46,卫星-57,1
366,5,1582,1656,47,卫星-56,1
367,3,1585,1647,47,卫星-4,1
368,5,1588,1648,45,卫星-73,0
369,8,1597,1657,41,卫星-137,0
370,2,1602,1680,49,卫星-46,0
371,9,1603,1675,42,卫星-64,1
372,2,1604,1681,50,卫星-46,0
373,5,1621,1684,40,卫星-46,0
374,8,1621,1689,45,卫星-64,0
375,4,1636,1686,40,卫星-4,1
376,6,1656,1713,42,卫星-65,0
377,10,1660,1718,46,卫星-137,0
378,4,1674,1740,40,卫星-146,1
379,10,1674,1745,47,卫星-153,1
380,5,1675,1752,48,卫星-64,1
381,1,1686,1760,49,卫星-65,0
382,10,1687,1745,48,卫星-64,0
383,5,1698,1752,42,卫星-73,0
384,7,1702,1769,40,卫星-73,1
385,6,1704,1764,45,卫星-137,1
386,10,1706,1769,48,卫星-64,1
387,6,1708,1767,49,卫星-57,0
388,7,1711,1781,48,卫星-45,1
389,9,1714,1785,47,卫星-145,1
390,9,1717,1788,43,卫星-55,1
391,6,1721,1799,50,卫星-45,1
392,10,1721,1790,47,卫星-45,0
393,1,1724,1782,43,卫星-3,0
394,3,1724,1782,46,卫星-64,0
395,5,1724,1786,44,卫星-45,0
396,8,1727,1801,50,卫星-4,1
397,10,1731,1785,41,卫星-4,1
398,2,1736,1794,41,卫星-4,1
399,6,1742,1802,49,卫星-4,1
400,1,1744,1811,45,卫星-73,0
401,9,1750,1820,40,卫星-137,0
402,10,1751,1817,48,卫星-3,0
403,1,1752,1816,46,卫星-55,0
404,6,1757,1829,45,卫星-146,0
405,5,1758,1822,42,卫星-3,0
406,4,1760,1817,43,卫星-137,0
407,1,1771,1846,50,卫星-137,1
408,2,1774,1842,44,卫星-55,0
409,1,1776,1838,40,卫星-145,1
410,4,1777,1830,43,卫星-55,0
411,9,1787,1845,44,卫星-64,1
412,3,1789,1850,44,卫星-45,1
413,5,1790,1861,44,卫星-3,1
414,9,1795,1863,41,卫星-154,1
415,6,1801,1867,44,卫星-3,0
416,1,1810,1866,44,卫星-64,1
417,3,1814,1876,43,卫星-145,0
418,9,1815,1877,50,卫星-64,0
419,8,1819,1893,48,卫星-3,1
420,6,1820,1888,42,卫星-3,0
421,8,1820,1886,50,卫星-45,1
422,8,1823,1890,47,卫星-55,1
423,1,1828,1888,48,卫星-146,0
424,9,1832,1894,43,卫星-45,1
425,2,1835,1900,50,卫星-64,1
