taskId,taskPri,es,le,lastTime,satellite,class
0,9,6,65,42,卫星-59,0
1,7,6,65,43,卫星-140,0
2,3,7,64,43,卫星-59,0
3,10,9,73,46,卫星-59,1
4,1,9,79,40,卫星-155,0
5,3,11,79,49,卫星-147,1
6,4,14,91,47,卫星-59,0
7,8,14,65,41,卫星-155,1
8,8,18,75,41,卫星-59,1
9,5,19,81,48,卫星-59,0
10,6,21,78,43,卫星-59,0
11,5,33,105,42,卫星-76,1
12,9,36,91,41,卫星-140,1
13,6,41,109,49,卫星-59,0
14,3,43,122,50,卫星-75,0
15,8,50,107,45,卫星-59,1
16,3,50,123,45,卫星-58,0
17,5,50,121,44,卫星-147,1
18,5,51,111,40,卫星-58,0
19,1,52,116,41,卫星-76,1
20,7,55,130,50,卫星-165,0
21,5,56,134,50,卫星-59,1
22,6,56,118,45,卫星-140,0
23,6,57,126,46,卫星-67,1
24,3,60,132,50,卫星-59,0
25,10,60,128,49,卫星-59,1
26,8,64,124,42,卫星-66,0
27,6,68,136,47,卫星-59,1
28,9,69,134,46,卫星-59,1
29,9,69,127,42,卫星-49,0
30,5,79,137,47,卫星-59,0
31,8,84,159,45,卫星-49,0
32,8,98,170,48,卫星-155,1
33,7,103,175,43,卫星-165,0
34,7,103,177,44,卫星-140,1
35,7,111,174,42,卫星-38,1
36,10,114,184,43,卫星-59,1
37,9,114,180,47,卫星-155,0
38,7,116,181,40,卫星-164,1
39,2,117,175,47,卫星-59,1
40,5,123,189,48,卫星-147,1
41,8,131,195,44,卫星-147,0
42,9,131,202,45,卫星-75,0
43,5,137,206,45,卫星-58,0
44,2,150,215,44,卫星-164,1
45,4,153,228,49,卫星-38,1
46,7,155,213,48,卫星-147,1
47,8,156,230,47,卫星-76,1
48,2,158,222,42,卫星-38,0
49,2,168,223,41,卫星-138,0
50,8,172,232,49,卫星-67,1
51,5,173,249,49,卫星-49,0
52,8,177,235,41,卫星-165,0
53,1,184,238,41,卫星-165,1
54,2,188,258,42,卫星-164,0
55,2,195,264,44,卫星-156,1
56,8,198,268,44,卫星-155,1
57,4,203,269,50,卫星-66,0
58,7,213,274,42,卫星-75,1
59,1,214,272,42,卫星-58,0
60,8,218,291,46,卫星-75,0
61,3,220,294,46,卫星-155,0
62,1,223,274,40,卫星-155,1
63,7,225,283,42,卫星-76,1
64,8,226,298,46,卫星-75,0
65,4,229,289,49,卫星-147,1
66,10,233,293,42,卫星-67,1
67,9,241,309,44,卫星-75,0
68,9,243,302,48,卫星-156,0
69,1,248,310,44,卫星-58,1
70,3,249,313,48,卫星-147,0
71,5,250,309,49,卫星-140,1
72,5,253,329,47,卫星-66,0
73,4,254,311,40,卫星-155,1
74,2,263,317,41,卫星-138,1
75,4,264,320,40,卫星-147,1
76,7,274,339,42,卫星-38,0
77,7,274,346,44,卫星-66,1
78,8,275,327,41,卫星-140,0
79,7,290,344,44,卫星-147,1
80,2,293,365,43,卫星-138,1
81,8,296,365,42,卫星-38,0
82,6,298,352,43,卫星-155,1
83,6,300,366,40,卫星-75,0
84,8,304,357,41,卫星-147,0
85,4,311,376,44,卫星-155,1
86,7,312,363,41,卫星-140,0
87,3,315,376,46,卫星-58,0
88,9,328,389,41,卫星-138,1
89,7,337,404,42,卫星-49,1
90,6,337,402,44,卫星-75,1
91,5,340,402,49,卫星-48,0
92,3,347,399,41,卫星-49,0
93,5,348,412,50,卫星-75,1
94,6,352,421,42,卫星-164,0
95,7,353,420,50,卫星-49,1
96,5,360,413,40,卫星-58,0
97,6,379,444,46,卫星-164,0
98,6,385,437,40,卫星-67,0
99,1,386,459,45,卫星-76,0
100,6,401,469,45,卫星-138,1
101,2,405,467,49,卫星-58,1
102,4,411,479,50,卫星-66,1
103,4,417,489,47,卫星-48,0
104,9,422,480,43,卫星-147,1
105,3,423,490,41,卫星-57,0
106,8,427,494,42,卫星-49,0
107,2,435,503,46,卫星-147,1
108,9,437,488,41,卫星-147,1
109,10,439,494,45,卫星-75,1
110,5,443,500,43,卫星-155,0
111,6,448,515,45,卫星-48,1
112,4,455,525,42,卫星-57,1
113,1,456,532,47,卫星-76,0
114,3,462,529,44,卫星-58,1
115,5,464,536,49,卫星-48,0
116,8,472,538,45,卫星-156,0
117,10,476,528,40,卫星-58,1
118,9,476,541,49,卫星-139,0
119,2,477,538,41,卫星-48,0
120,10,477,536,46,卫星-57,1
121,5,481,544,44,卫星-58,0
122,10,489,563,45,卫星-38,0
123,8,490,550,41,卫星-38,0
124,5,490,553,47,卫星-155,1
125,9,494,552,42,卫星-138,0
126,3,501,573,42,卫星-155,1
127,10,505,566,41,卫星-66,0
128,3,506,559,43,卫星-75,1
129,5,510,581,50,卫星-164,0
130,3,546,615,47,卫星-47,1
131,1,549,615,42,卫星-58,0
132,4,551,624,49,卫星-147,1
133,4,551,606,40,卫星-47,1
134,1,556,636,50,卫星-66,0
135,6,559,614,40,卫星-47,0
136,2,560,627,42,卫星-49,1
137,6,560,615,45,卫星-76,0
138,8,562,616,41,卫星-147,1
139,5,583,651,44,卫星-75,1
140,1,602,658,45,卫星-156,0
141,8,603,670,45,卫星-156,1
142,2,605,676,46,卫星-139,1
143,1,608,679,41,卫星-67,1
144,9,612,685,45,卫星-147,1
145,6,628,684,43,卫星-58,0
146,6,667,737,47,卫星-164,0
147,4,668,722,44,卫星-48,1
148,3,671,746,46,卫星-47,1
149,9,683,746,50,卫星-38,1
150,5,684,742,45,卫星-138,0
151,10,685,757,49,卫星-147,1
152,4,686,751,42,卫星-58,0
153,5,687,740,41,卫星-147,1
154,1,688,760,49,卫星-58,1
155,8,690,760,43,卫星-138,1
156,1,704,765,46,卫星-164,1
157,8,704,776,44,卫星-147,1
158,4,704,763,45,卫星-147,1
159,6,715,773,46,卫星-58,1
160,9,724,796,49,卫星-47,1
161,5,731,810,50,卫星-164,1
162,8,735,800,45,卫星-156,1
163,6,744,819,46,卫星-147,0
164,9,749,807,40,卫星-75,0
165,3,751,822,48,卫星-58,0
166,2,753,806,40,卫星-58,1
167,1,755,808,41,卫星-58,1
168,4,755,810,40,卫星-57,1
169,6,756,829,44,卫星-147,1
170,3,759,819,42,卫星-147,1
171,5,766,821,42,卫星-48,1
172,10,766,844,50,卫星-138,0
173,5,778,836,48,卫星-75,1
174,2,784,846,45,卫星-66,0
175,7,791,865,46,卫星-155,0
176,3,793,865,48,卫星-75,0
177,4,801,870,41,卫星-47,1
178,10,816,892,48,卫星-48,1
179,2,816,873,41,卫星-155,0
180,5,821,897,48,卫星-57,1
181,3,825,895,47,卫星-147,0
182,4,828,899,41,卫星-58,0
183,5,829,905,47,卫星-47,0
184,9,836,902,46,卫星-147,1
185,3,855,925,49,卫星-75,1
186,6,858,911,41,卫星-38,1
187,2,858,926,50,卫星-138,0
188,9,862,924,44,卫星-147,1
189,4,864,919,41,卫星-75,1
190,1,874,949,50,卫星-38,1
191,4,886,943,40,卫星-147,1
192,6,889,946,47,卫星-58,1
193,9,901,970,50,卫星-75,0
194,1,904,965,50,卫星-58,1
195,3,905,971,47,卫星-47,1
196,9,913,976,41,卫星-155,0
197,2,923,985,48,卫星-138,0
198,10,924,992,44,卫星-155,0
199,4,933,986,41,卫星-57,1
200,7,940,998,47,卫星-164,0
201,5,949,1011,45,卫星-147,1
202,7,966,1041,49,卫星-147,1
203,10,967,1026,46,卫星-138,0
204,9,970,1041,44,卫星-57,1
205,6,977,1043,46,卫星-138,0
206,7,981,1036,45,卫星-155,1
207,2,990,1048,43,卫星-139,1
208,6,993,1060,40,卫星-147,1
209,4,998,1054,40,卫星-147,0
210,7,998,1052,41,卫星-139,0
211,7,1008,1068,50,卫星-47,0
212,1,1016,1082,50,卫星-57,0
213,8,1024,1082,44,卫星-66,1
214,3,1030,1089,42,卫星-57,0
215,1,1033,1095,41,卫星-75,0
216,5,1038,1116,50,卫星-164,0
217,8,1058,1121,48,卫星-146,0
218,6,1074,1143,48,卫星-47,1
219,6,1077,1136,48,卫星-138,0
220,7,1081,1143,50,卫星-47,1
221,8,1087,1154,48,卫星-65,0
222,2,1089,1150,43,卫星-147,1
223,8,1104,1156,42,卫星-58,0
224,1,1112,1172,49,卫星-65,1
225,2,1115,1179,48,卫星-47,0
226,5,1117,1183,47,卫星-155,0
227,4,1121,1192,44,卫星-47,1
228,3,1126,1193,40,卫星-47,1
229,8,1127,1181,42,卫星-147,0
230,7,1128,1192,41,卫星-147,0
231,4,1132,1193,47,卫星-47,1
232,4,1134,1194,48,卫星-75,0
233,3,1142,1208,44,卫星-57,0
234,3,1145,1210,44,卫星-155,1
235,10,1164,1236,50,卫星-147,0
236,7,1167,1227,44,卫星-4,0
237,3,1180,1252,42,卫星-47,0
238,1,1188,1252,42,卫星-47,0
239,8,1189,1251,44,卫星-47,1
240,10,1201,1274,45,卫星-75,1
241,2,1204,1276,42,卫星-155,1
242,3,1208,1271,47,卫星-4,1
243,8,1211,1275,46,卫星-57,1
244,3,1214,1273,45,卫星-66,0
245,9,1218,1293,47,卫星-66,1
246,1,1246,1301,42,卫星-66,0
247,4,1252,1311,43,卫星-146,1
248,6,1279,1339,47,卫星-47,1
249,9,1282,1357,46,卫星-56,0
250,4,1292,1345,40,卫星-57,1
251,1,1299,1355,44,卫星-65,1
252,9,1301,1354,43,卫星-4,0
253,3,1304,1371,40,卫星-65,1
254,8,1330,1389,43,卫星-64,0
255,5,1333,1409,46,卫星-75,1
256,5,1350,1413,49,卫星-73,1
257,10,1371,1426,45,卫星-4,1
258,1,1375,1454,50,卫星-57,0
259,8,1392,1447,43,卫星-73,1
260,6,1408,1459,40,卫星-75,0
261,5,1411,1469,45,卫星-73,1
262,6,1449,1505,43,卫星-4,1
263,7,1477,1535,44,卫星-47,0
264,7,1506,1570,44,卫星-146,0
265,7,1508,1581,50,卫星-153,1
