taskId,taskPri,es,le,lastTime,satellite,class
0,4,0,63,40,卫星-59,0
1,1,4,66,49,卫星-58,0
2,9,5,71,40,卫星-140,0
3,3,5,68,42,卫星-139,1
4,8,6,75,41,卫星-59,0
5,5,10,79,45,卫星-49,1
6,4,11,78,43,卫星-59,1
7,8,12,85,46,卫星-147,1
8,1,21,83,43,卫星-59,1
9,4,22,91,46,卫星-59,0
10,6,23,82,47,卫星-164,0
11,6,26,82,41,卫星-38,0
12,7,29,85,43,卫星-147,1
13,9,29,89,49,卫星-147,1
14,10,32,102,47,卫星-59,1
15,10,33,108,50,卫星-59,1
16,5,33,98,45,卫星-164,0
17,3,34,88,41,卫星-59,0
18,2,34,105,47,卫星-49,0
19,5,36,113,49,卫星-59,1
20,6,36,103,47,卫星-139,0
21,10,37,101,43,卫星-76,0
22,6,38,105,49,卫星-155,0
23,2,40,93,42,卫星-147,0
24,2,47,118,41,卫星-59,1
25,3,51,117,45,卫星-59,1
26,1,51,126,47,卫星-75,1
27,4,54,116,40,卫星-59,0
28,2,58,113,41,卫星-140,0
29,5,61,124,40,卫星-59,0
30,6,62,121,43,卫星-164,0
31,5,63,119,44,卫星-48,0
32,9,68,132,46,卫星-59,1
33,6,74,141,45,卫星-165,1
34,3,80,146,48,卫星-58,1
35,10,82,144,44,卫星-48,1
36,2,88,142,44,卫星-48,0
37,7,90,150,43,卫星-59,0
38,9,91,159,47,卫星-155,1
39,4,92,156,49,卫星-76,0
40,3,97,170,49,卫星-49,1
41,2,99,150,41,卫星-59,0
42,1,100,180,50,卫星-66,0
43,2,103,163,47,卫星-58,1
44,2,106,161,41,卫星-140,1
45,1,111,169,47,卫星-165,0
46,7,113,178,48,卫星-165,0
47,9,115,189,48,卫星-59,1
48,2,115,191,47,卫星-49,0
49,8,118,182,47,卫星-75,0
50,9,118,184,48,卫星-75,1
51,3,120,193,46,卫星-48,1
52,5,120,186,46,卫星-147,1
53,1,122,184,47,卫星-66,1
54,2,126,187,44,卫星-66,1
55,8,126,187,45,卫星-155,0
56,1,127,189,50,卫星-75,0
57,8,128,196,42,卫星-165,1
58,9,132,193,47,卫星-138,0
59,4,134,192,41,卫星-140,0
60,3,134,212,50,卫星-147,0
61,8,135,207,47,卫星-165,1
62,5,138,199,40,卫星-147,0
63,10,142,204,44,卫星-48,0
64,5,149,209,45,卫星-58,1
65,9,155,228,48,卫星-165,1
66,8,158,235,48,卫星-165,0
67,6,170,236,43,卫星-139,1
68,10,177,236,40,卫星-67,0
69,8,184,261,48,卫星-49,0
70,7,184,255,50,卫星-75,1
71,1,192,264,46,卫星-165,0
72,7,194,252,46,卫星-49,0
73,10,194,265,41,卫星-75,1
74,10,195,253,46,卫星-164,1
75,8,198,265,48,卫星-165,0
