taskId,taskPri,es,le,lastTime,satellite,class
0,5,1,60,45,卫星-165,1
1,9,5,57,41,卫星-59,1
2,5,6,59,43,卫星-59,0
3,3,8,79,47,卫星-58,1
4,3,9,77,48,卫星-67,1
5,7,10,81,50,卫星-59,1
6,9,12,74,43,卫星-59,1
7,7,17,68,41,卫星-165,0
8,4,17,95,50,卫星-140,1
9,7,23,96,45,卫星-131,0
10,5,24,89,46,卫星-59,1
11,8,25,77,42,卫星-59,1
12,8,27,95,40,卫星-140,0
13,8,30,100,44,卫星-59,0
14,1,33,90,46,卫星-59,0
15,4,34,100,46,卫星-76,1
16,7,39,101,43,卫星-49,0
17,7,39,104,48,卫星-164,0
18,4,42,114,48,卫星-59,0
19,8,44,105,43,卫星-155,0
20,3,45,98,41,卫星-59,1
21,10,47,117,41,卫星-59,1
22,7,49,108,47,卫星-165,0
23,3,49,123,49,卫星-58,1
24,1,52,107,44,卫星-59,0
25,2,52,121,42,卫星-66,1
26,9,59,124,48,卫星-165,0
27,4,59,124,45,卫星-155,1
28,1,61,116,43,卫星-140,0
29,5,62,140,49,卫星-59,0
30,9,63,126,42,卫星-59,1
31,2,63,135,50,卫星-49,0
32,7,63,119,44,卫星-38,0
33,1,66,134,43,卫星-75,1
34,3,67,143,49,卫星-58,0
35,10,67,133,47,卫星-58,0
36,4,69,127,40,卫星-49,0
37,4,76,148,44,卫星-58,0
38,10,77,147,46,卫星-59,1
39,5,77,150,48,卫星-58,0
40,3,79,145,49,卫星-59,0
41,10,82,151,42,卫星-59,1
42,2,85,157,44,卫星-138,0
43,1,87,147,45,卫星-58,0
44,5,88,143,45,卫星-59,1
45,1,92,163,48,卫星-49,0
46,5,99,159,48,卫星-38,1
47,5,100,159,41,卫星-140,1
48,1,100,161,49,卫星-156,0
49,3,101,174,47,卫星-164,1
50,3,102,159,43,卫星-165,1
51,10,105,162,42,卫星-59,0
52,7,107,179,49,卫星-66,0
53,7,109,165,41,卫星-48,0
54,5,109,176,44,卫星-155,1
